UrlOPC;Description;Mode;Outgoing Address;Format;Scale;Offset
GAR_TA_DNP_1.EAM.TA3_63C3_01SDC_M.Value;GAR_TA_DNP_1.EAM.TA3_63C3_01SDC_M;Write;GAR_TA_DNP_1.EAM.TA3_63C3_01SDC_M.Value;Float;1;0
GAR_TA_DNP_1.EAM.TA1_LTC1_01SDC_M.Value;GAR_TA_DNP_1.EAM.TA1_LTC1_01SDC_M;Write;GAR_TA_DNP_1.EAM.TA1_LTC1_01SDC_M.Value;Float;1;0
GAR_TA_DNP_1.EAM.TA2_LTC2_01SDC_M.Value;GAR_TA_DNP_1.EAM.TA2_LTC2_01SDC_M;Write;GAR_TA_DNP_1.EAM.TA2_LTC2_01SDC_M.Value;Float;1;0
GAR_TA_DNP_1.EAM.TA3_LTC3_01SDC_M.Value;GAR_TA_DNP_1.EAM.TA3_LTC3_01SDC_M;Write;GAR_TA_DNP_1.EAM.TA3_LTC3_01SDC_M.Value;Float;1;0
GAR_TA_DNP_1.EAM.TA0_LT_01SDC_M.Value;GAR_TA_DNP_1.EAM.TA0_LT_01SDC_M;Write;GAR_TA_DNP_1.EAM.TA0_LT_01SDC_M.Value;Float;1;0
GAR_TA_DNP_1.EAM.TA1_ZT_01SCV_M.Value;GAR_TA_DNP_1.EAM.TA1_ZT_01SCV_M;Write;GAR_TA_DNP_1.EAM.TA1_ZT_01SCV_M.Value;Float;1;0
GAR_TA_DNP_1.EAM.TA2_ZT_01SCV_M.Value;GAR_TA_DNP_1.EAM.TA2_ZT_01SCV_M;Write;GAR_TA_DNP_1.EAM.TA2_ZT_01SCV_M.Value;Float;1;0
GAR_TA_DNP_1.EAM.TA3_ZT_01SCV_M.Value;GAR_TA_DNP_1.EAM.TA3_ZT_01SCV_M;Write;GAR_TA_DNP_1.EAM.TA3_ZT_01SCV_M.Value;Float;1;0
GAR_UG1_DNP_1.EAF.UG1_LT_02TE_M.Value;GAR_UG1_DNP_1.EAF.UG1_LT_02TE_M;Write;GAR_UG1_DNP_1.EAF.UG1_LT_02TE_M.Value;Float;1;0
GAR_UG1_DNP_1.EAF.UG1_TT_02TE_M.Value;GAR_UG1_DNP_1.EAF.UG1_TT_02TE_M;Write;GAR_UG1_DNP_1.EAF.UG1_TT_02TE_M.Value;Float;1;0
GAR_UG1_DNP_1.EAF.EA3.Value;GAR_UG1_DNP_1.EAF.EA3;Write;GAR_UG1_DNP_1.EAF.EA3.Value;Float;1;0
GAR_UG1_DNP_1.EAF.EA4.Value;GAR_UG1_DNP_1.EAF.EA4;Write;GAR_UG1_DNP_1.EAF.EA4.Value;Float;1;0
GAR_UG1_DNP_1.EAF.EA5.Value;GAR_UG1_DNP_1.EAF.EA5;Write;GAR_UG1_DNP_1.EAF.EA5.Value;Float;1;0
GAR_UG1_DNP_1.EAF.EA6.Value;GAR_UG1_DNP_1.EAF.EA6;Write;GAR_UG1_DNP_1.EAF.EA6.Value;Float;1;0
GAR_UG1_DNP_1.EAF.EA7.Value;GAR_UG1_DNP_1.EAF.EA7;Write;GAR_UG1_DNP_1.EAF.EA7.Value;Float;1;0
GAR_UG1_DNP_1.EAF.EA8.Value;GAR_UG1_DNP_1.EAF.EA8;Write;GAR_UG1_DNP_1.EAF.EA8.Value;Float;1;0
GAR_UG1_DNP_1.EAF.EA9.Value;GAR_UG1_DNP_1.EAF.EA9;Write;GAR_UG1_DNP_1.EAF.EA9.Value;Float;1;0
GAR_UG1_DNP_1.EAF.EA10.Value;GAR_UG1_DNP_1.EAF.EA10;Write;GAR_UG1_DNP_1.EAF.EA10.Value;Float;1;0
GAR_UG1_DNP_1.EAF.EA11.Value;GAR_UG1_DNP_1.EAF.EA11;Write;GAR_UG1_DNP_1.EAF.EA11.Value;Float;1;0
GAR_UG1_DNP_1.EAF.EA12.Value;GAR_UG1_DNP_1.EAF.EA12;Write;GAR_UG1_DNP_1.EAF.EA12.Value;Float;1;0
GAR_UG1_DNP_1.EAF.EA13.Value;GAR_UG1_DNP_1.EAF.EA13;Write;GAR_UG1_DNP_1.EAF.EA13.Value;Float;1;0
GAR_UG1_DNP_1.EAF.EA14.Value;GAR_UG1_DNP_1.EAF.EA14;Write;GAR_UG1_DNP_1.EAF.EA14.Value;Float;1;0
GAR_UG1_DNP_1.EAF.EA15.Value;GAR_UG1_DNP_1.EAF.EA15;Write;GAR_UG1_DNP_1.EAF.EA15.Value;Float;1;0
GAR_UG1_DNP_1.EAF.EA16.Value;GAR_UG1_DNP_1.EAF.EA16;Write;GAR_UG1_DNP_1.EAF.EA16.Value;Float;1;0
GAR_UG1_DNP_1.EAF.RTD1.Value;GAR_UG1_DNP_1.EAF.RTD1;Write;GAR_UG1_DNP_1.EAF.RTD1.Value;Float;1;0
GAR_UG1_DNP_1.EAF.RTD2.Value;GAR_UG1_DNP_1.EAF.RTD2;Write;GAR_UG1_DNP_1.EAF.RTD2.Value;Float;1;0
GAR_UG1_DNP_1.EAF.RTD3.Value;GAR_UG1_DNP_1.EAF.RTD3;Write;GAR_UG1_DNP_1.EAF.RTD3.Value;Float;1;0
GAR_UG1_DNP_1.EAF.RTD4.Value;GAR_UG1_DNP_1.EAF.RTD4;Write;GAR_UG1_DNP_1.EAF.RTD4.Value;Float;1;0
GAR_UG1_DNP_1.EAF.RTD5.Value;GAR_UG1_DNP_1.EAF.RTD5;Write;GAR_UG1_DNP_1.EAF.RTD5.Value;Float;1;0
GAR_UG1_DNP_1.EAF.RTD6.Value;GAR_UG1_DNP_1.EAF.RTD6;Write;GAR_UG1_DNP_1.EAF.RTD6.Value;Float;1;0
GAR_UG1_DNP_1.EAF.RTD7.Value;GAR_UG1_DNP_1.EAF.RTD7;Write;GAR_UG1_DNP_1.EAF.RTD7.Value;Float;1;0
GAR_UG1_DNP_1.EAF.RTD8.Value;GAR_UG1_DNP_1.EAF.RTD8;Write;GAR_UG1_DNP_1.EAF.RTD8.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_HZ_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_HZ_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_HZ_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_FPC_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_FPC_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_FPC_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_FPB_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_FPB_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_FPB_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_FPA_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_FPA_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_FPA_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_ST_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_ST_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_ST_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_SC_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_SC_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_SC_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_SB_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_SB_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_SB_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_SA_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_SA_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_SA_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_QT_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_QT_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_QT_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_QC_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_QC_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_QC_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_QB_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_QB_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_QB_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_QA_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_QA_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_QA_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_PT_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_PT_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_PT_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_PC_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_PC_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_PC_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_PB_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_PB_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_PB_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_PA_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_PA_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_PA_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_IT_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_IT_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_IT_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_IC_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_IC_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_IC_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_IB_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_IB_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_IB_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_IA_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_IA_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_IA_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_VCA_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_VCA_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_VCA_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_VBC_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_VBC_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_VBC_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_VAB_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_VAB_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_VAB_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_VCN_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_VCN_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_VCN_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_VBN_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_VBN_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_VBN_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_MGE_VAN_M.Value;GAR_UG1_DNP_1.EAM.UG1_MGE_VAN_M;Write;GAR_UG1_DNP_1.EAM.UG1_MGE_VAN_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_LT_01RVD_M.Value;GAR_UG1_DNP_1.EAM.UG1_LT_01RVD_M;Write;GAR_UG1_DNP_1.EAM.UG1_LT_01RVD_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_PT_01RVD_M.Value;GAR_UG1_DNP_1.EAM.UG1_PT_01RVD_M;Write;GAR_UG1_DNP_1.EAM.UG1_PT_01RVD_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_01RVD_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_01RVD_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_01RVD_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_ZT_02RVD_M.Value;GAR_UG1_DNP_1.EAM.UG1_ZT_02RVD_M;Write;GAR_UG1_DNP_1.EAM.UG1_ZT_02RVD_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_JT_03RVD_M.Value;GAR_UG1_DNP_1.EAM.UG1_JT_03RVD_M;Write;GAR_UG1_DNP_1.EAM.UG1_JT_03RVD_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_ST_01RVD_M.Value;GAR_UG1_DNP_1.EAM.UG1_ST_01RVD_M;Write;GAR_UG1_DNP_1.EAM.UG1_ST_01RVD_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_LREF_01RVD_M.Value;GAR_UG1_DNP_1.EAM.UG1_LREF_01RVD_M;Write;GAR_UG1_DNP_1.EAM.UG1_LREF_01RVD_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_LREF_02RVD_M.Value;GAR_UG1_DNP_1.EAM.UG1_LREF_02RVD_M;Write;GAR_UG1_DNP_1.EAM.UG1_LREF_02RVD_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_AREF_02RVD_M.Value;GAR_UG1_DNP_1.EAM.UG1_AREF_02RVD_M;Write;GAR_UG1_DNP_1.EAM.UG1_AREF_02RVD_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_JREF_01RVD_M.Value;GAR_UG1_DNP_1.EAM.UG1_JREF_01RVD_M;Write;GAR_UG1_DNP_1.EAM.UG1_JREF_01RVD_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_SREF_01RVD_M.Value;GAR_UG1_DNP_1.EAM.UG1_SREF_01RVD_M;Write;GAR_UG1_DNP_1.EAM.UG1_SREF_01RVD_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_CQW363.Value;GAR_UG1_DNP_1.EAM.UG1_CQW363;Write;GAR_UG1_DNP_1.EAM.UG1_CQW363.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_CQW362.Value;GAR_UG1_DNP_1.EAM.UG1_CQW362;Write;GAR_UG1_DNP_1.EAM.UG1_CQW362.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_CQW361.Value;GAR_UG1_DNP_1.EAM.UG1_CQW361;Write;GAR_UG1_DNP_1.EAM.UG1_CQW361.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_CQW375.Value;GAR_UG1_DNP_1.EAM.UG1_CQW375;Write;GAR_UG1_DNP_1.EAM.UG1_CQW375.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_20SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_20SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_20SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_27SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_27SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_27SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_34SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_34SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_34SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_35SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_35SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_35SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_45SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_45SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_45SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_46SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_46SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_46SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_52SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_52SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_52SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_21SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_21SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_21SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_22SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_22SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_22SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_28SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_28SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_28SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_29SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_29SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_29SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_36SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_36SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_36SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_47SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_47SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_47SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_23SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_23SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_23SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_30SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_30SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_30SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_49SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_49SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_49SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_50SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_50SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_50SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_51SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_51SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_51SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_24SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_24SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_24SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_31SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_31SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_31SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_54SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_54SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_54SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_55SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_55SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_55SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_01ARG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_01ARG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_01ARG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_02ARG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_02ARG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_02ARG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_03ARG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_03ARG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_03ARG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_04ARG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_04ARG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_04ARG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_05ARG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_05ARG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_05ARG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_06ARG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_06ARG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_06ARG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_07ARG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_07ARG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_07ARG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_08ARG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_08ARG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_08ARG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_09ARG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_09ARG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_09ARG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_10ARG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_10ARG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_10ARG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_11ARG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_11ARG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_11ARG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_12ARG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_12ARG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_12ARG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_13ARG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_13ARG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_13ARG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_14ARG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_14ARG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_14ARG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_15ARG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_15ARG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_15ARG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_16ARG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_16ARG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_16ARG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_01WRE_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_01WRE_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_01WRE_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_02WRE_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_02WRE_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_02WRE_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_02SME_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_02SME_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_02SME_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_04SME_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_04SME_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_04SME_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_22SME_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_22SME_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_22SME_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_24SME_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_24SME_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_24SME_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_02OME_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_02OME_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_02OME_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_03OME_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_03OME_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_03OME_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_11WRE_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_11WRE_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_11WRE_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_12WRE_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_12WRE_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_12WRE_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_11OME_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_11OME_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_11OME_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_12OME_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_12OME_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_12OME_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_FT_01WRE_M.Value;GAR_UG1_DNP_1.EAM.UG1_FT_01WRE_M;Write;GAR_UG1_DNP_1.EAM.UG1_FT_01WRE_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_FT_01OME_M.Value;GAR_UG1_DNP_1.EAM.UG1_FT_01OME_M;Write;GAR_UG1_DNP_1.EAM.UG1_FT_01OME_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_FT_12WRE_M.Value;GAR_UG1_DNP_1.EAM.UG1_FT_12WRE_M;Write;GAR_UG1_DNP_1.EAM.UG1_FT_12WRE_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_25SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_25SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_25SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_32SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_32SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_32SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_39SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_39SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_39SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_44SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_44SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_44SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_48SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_48SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_48SGG_M.Value;Float;1;0
