UrlOPC;Description;Mode;Outgoing Address;Format;Scale;Offset
GAR_CF_DNP_1.EAM.SA_M1000.Value;GAR_CF_DNP_1.EAM.SA_M1000;Write;GAR_CF_DNP_1.EAM.SA_M1000.Value;Float;1;0
GAR_CF_DNP_1.EAM.SA_M1001.Value;GAR_CF_DNP_1.EAM.SA_M1001;Write;GAR_CF_DNP_1.EAM.SA_M1001.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_IT_01ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_IT_01ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_IT_01ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_ET_01ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_ET_01ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_ET_01ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_IT_02ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_IT_02ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_IT_02ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_ET_02ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_ET_02ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_ET_02ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_ET_11ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_ET_11ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_ET_11ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_ET_12ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_ET_12ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_ET_12ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_ET_13ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_ET_13ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_ET_13ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_IT_11ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_IT_11ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_IT_11ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_ET_14ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_ET_14ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_ET_14ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.EA10.Value;GAR_SE_DNP_1.EAF.EA10;Write;GAR_SE_DNP_1.EAF.EA10.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_ET_21ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_ET_21ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_ET_21ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_ET_22ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_ET_22ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_ET_22ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_ET_23ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_ET_23ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_ET_23ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_IT_21ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_IT_21ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_IT_21ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_ET_24ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_ET_24ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_ET_24ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.EA16.Value;GAR_SE_DNP_1.EAF.EA16;Write;GAR_SE_DNP_1.EAF.EA16.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_ET_31ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_ET_31ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_ET_31ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_IT_31ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_IT_31ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_IT_31ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_ET_32ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_ET_32ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_ET_32ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.EA20.Value;GAR_SE_DNP_1.EAF.EA20;Write;GAR_SE_DNP_1.EAF.EA20.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_ET_41ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_ET_41ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_ET_41ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_IT_41ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_IT_41ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_IT_41ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.SE5_ET_42ECC_M.Value;GAR_SE_DNP_1.EAF.SE5_ET_42ECC_M;Write;GAR_SE_DNP_1.EAF.SE5_ET_42ECC_M.Value;Float;1;0
GAR_SE_DNP_1.EAF.EA24.Value;GAR_SE_DNP_1.EAF.EA24;Write;GAR_SE_DNP_1.EAF.EA24.Value;Float;1;0
GAR_SE_DNP_1.EAF.EA25.Value;GAR_SE_DNP_1.EAF.EA25;Write;GAR_SE_DNP_1.EAF.EA25.Value;Float;1;0
GAR_SE_DNP_1.EAF.EA26.Value;GAR_SE_DNP_1.EAF.EA26;Write;GAR_SE_DNP_1.EAF.EA26.Value;Float;1;0
GAR_SE_DNP_1.EAF.EA27.Value;GAR_SE_DNP_1.EAF.EA27;Write;GAR_SE_DNP_1.EAF.EA27.Value;Float;1;0
GAR_SE_DNP_1.EAF.EA28.Value;GAR_SE_DNP_1.EAF.EA28;Write;GAR_SE_DNP_1.EAF.EA28.Value;Float;1;0
GAR_SE_DNP_1.EAF.EA29.Value;GAR_SE_DNP_1.EAF.EA29;Write;GAR_SE_DNP_1.EAF.EA29.Value;Float;1;0
GAR_SE_DNP_1.EAF.EA30.Value;GAR_SE_DNP_1.EAF.EA30;Write;GAR_SE_DNP_1.EAF.EA30.Value;Float;1;0
GAR_SE_DNP_1.EAF.EA31.Value;GAR_SE_DNP_1.EAF.EA31;Write;GAR_SE_DNP_1.EAF.EA31.Value;Float;1;0
GAR_SE_DNP_1.EAF.EA32.Value;GAR_SE_DNP_1.EAF.EA32;Write;GAR_SE_DNP_1.EAF.EA32.Value;Float;1;0
GAR_SE_DNP_1.EAM.M1206.Value;GAR_SE_DNP_1.EAM.M1206;Write;GAR_SE_DNP_1.EAM.M1206.Value;Float;1;0
GAR_SE_DNP_1.EAM.M1207.Value;GAR_SE_DNP_1.EAM.M1207;Write;GAR_SE_DNP_1.EAM.M1207.Value;Float;1;0
GAR_SE_DNP_1.EAM.M1208.Value;GAR_SE_DNP_1.EAM.M1208;Write;GAR_SE_DNP_1.EAM.M1208.Value;Float;1;0
GAR_SE_DNP_1.EAM.M1209.Value;GAR_SE_DNP_1.EAM.M1209;Write;GAR_SE_DNP_1.EAM.M1209.Value;Float;1;0
GAR_SE_DNP_1.EAM.M1210.Value;GAR_SE_DNP_1.EAM.M1210;Write;GAR_SE_DNP_1.EAM.M1210.Value;Float;1;0
GAR_SE_DNP_1.EAM.M1211.Value;GAR_SE_DNP_1.EAM.M1211;Write;GAR_SE_DNP_1.EAM.M1211.Value;Float;1;0
GAR_SE_DNP_1.EAM.M1221.Value;GAR_SE_DNP_1.EAM.M1221;Write;GAR_SE_DNP_1.EAM.M1221.Value;Float;1;0
GAR_SE_DNP_1.EAM.M1222.Value;GAR_SE_DNP_1.EAM.M1222;Write;GAR_SE_DNP_1.EAM.M1222.Value;Float;1;0
GAR_SE_DNP_1.EAM.M1223.Value;GAR_SE_DNP_1.EAM.M1223;Write;GAR_SE_DNP_1.EAM.M1223.Value;Float;1;0
GAR_SE_DNP_1.EAM.M1224.Value;GAR_SE_DNP_1.EAM.M1224;Write;GAR_SE_DNP_1.EAM.M1224.Value;Float;1;0
GAR_SE_DNP_1.EAM.M1225.Value;GAR_SE_DNP_1.EAM.M1225;Write;GAR_SE_DNP_1.EAM.M1225.Value;Float;1;0
GAR_SE_DNP_1.EAM.M1226.Value;GAR_SE_DNP_1.EAM.M1226;Write;GAR_SE_DNP_1.EAM.M1226.Value;Float;1;0
GAR_SE_DNP_1.EAM.M1227.Value;GAR_SE_DNP_1.EAM.M1227;Write;GAR_SE_DNP_1.EAM.M1227.Value;Float;1;0
GAR_SE_DNP_1.EAM.M1228.Value;GAR_SE_DNP_1.EAM.M1228;Write;GAR_SE_DNP_1.EAM.M1228.Value;Float;1;0
GAR_SE_DNP_1.EAM.M1229.Value;GAR_SE_DNP_1.EAM.M1229;Write;GAR_SE_DNP_1.EAM.M1229.Value;Float;1;0
GAR_SE_DNP_1.EAM.M1230.Value;GAR_SE_DNP_1.EAM.M1230;Write;GAR_SE_DNP_1.EAM.M1230.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE0_ET_12SDC_M.Value;GAR_SE_DNP_1.EAM.SE0_ET_12SDC_M;Write;GAR_SE_DNP_1.EAM.SE0_ET_12SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE0_ET_23SDC_M.Value;GAR_SE_DNP_1.EAM.SE0_ET_23SDC_M;Write;GAR_SE_DNP_1.EAM.SE0_ET_23SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE0_ET_31SDC_M.Value;GAR_SE_DNP_1.EAM.SE0_ET_31SDC_M;Write;GAR_SE_DNP_1.EAM.SE0_ET_31SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE0_ET_10SDC_M.Value;GAR_SE_DNP_1.EAM.SE0_ET_10SDC_M;Write;GAR_SE_DNP_1.EAM.SE0_ET_10SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE0_ET_20SDC_M.Value;GAR_SE_DNP_1.EAM.SE0_ET_20SDC_M;Write;GAR_SE_DNP_1.EAM.SE0_ET_20SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE0_ET_30SDC_M.Value;GAR_SE_DNP_1.EAM.SE0_ET_30SDC_M;Write;GAR_SE_DNP_1.EAM.SE0_ET_30SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_IT_05SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_IT_05SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_IT_05SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_IT_06SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_IT_06SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_IT_06SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_IT_07SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_IT_07SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_IT_07SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_WHT_05SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_WHT_05SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_WHT_05SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_VARHT_05SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_VARHT_05SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_VARHT_05SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_FP_05SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_FP_05SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_FP_05SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_FT_05SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_FT_05SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_FT_05SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_PT_05SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_PT_05SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_PT_05SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_QT_05SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_QT_05SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_QT_05SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_ET_56SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_ET_56SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_ET_56SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_ET_67SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_ET_67SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_ET_67SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_ET_75SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_ET_75SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_ET_75SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_ET_50SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_ET_50SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_ET_50SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_ET_60SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_ET_60SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_ET_60SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_ET_70SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_ET_70SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_ET_70SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE1_IT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE1_IT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE1_IT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE1_IT_02SDC_M.Value;GAR_SE_DNP_1.EAM.SE1_IT_02SDC_M;Write;GAR_SE_DNP_1.EAM.SE1_IT_02SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE1_IT_03SDC_M.Value;GAR_SE_DNP_1.EAM.SE1_IT_03SDC_M;Write;GAR_SE_DNP_1.EAM.SE1_IT_03SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE1_WHT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE1_WHT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE1_WHT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE1_VARHT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE1_VARHT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE1_VARHT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE1_FP_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE1_FP_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE1_FP_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE1_FT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE1_FT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE1_FT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE1_PT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE1_PT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE1_PT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE1_QT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE1_QT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE1_QT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE1_ET_12SDC_M.Value;GAR_SE_DNP_1.EAM.SE1_ET_12SDC_M;Write;GAR_SE_DNP_1.EAM.SE1_ET_12SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE1_ET_23SDC_M.Value;GAR_SE_DNP_1.EAM.SE1_ET_23SDC_M;Write;GAR_SE_DNP_1.EAM.SE1_ET_23SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE1_ET_31SDC_M.Value;GAR_SE_DNP_1.EAM.SE1_ET_31SDC_M;Write;GAR_SE_DNP_1.EAM.SE1_ET_31SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE1_ET_10SDC_M.Value;GAR_SE_DNP_1.EAM.SE1_ET_10SDC_M;Write;GAR_SE_DNP_1.EAM.SE1_ET_10SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE1_ET_20SDC_M.Value;GAR_SE_DNP_1.EAM.SE1_ET_20SDC_M;Write;GAR_SE_DNP_1.EAM.SE1_ET_20SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE1_ET_30SDC_M.Value;GAR_SE_DNP_1.EAM.SE1_ET_30SDC_M;Write;GAR_SE_DNP_1.EAM.SE1_ET_30SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE2_IT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE2_IT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE2_IT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE2_IT_02SDC_M.Value;GAR_SE_DNP_1.EAM.SE2_IT_02SDC_M;Write;GAR_SE_DNP_1.EAM.SE2_IT_02SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE2_IT_03SDC_M.Value;GAR_SE_DNP_1.EAM.SE2_IT_03SDC_M;Write;GAR_SE_DNP_1.EAM.SE2_IT_03SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE2_WHT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE2_WHT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE2_WHT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE2_VARHT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE2_VARHT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE2_VARHT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE2_FP_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE2_FP_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE2_FP_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE2_FT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE2_FT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE2_FT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE2_PT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE2_PT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE2_PT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE2_QT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE2_QT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE2_QT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE2_ET_12SDC_M.Value;GAR_SE_DNP_1.EAM.SE2_ET_12SDC_M;Write;GAR_SE_DNP_1.EAM.SE2_ET_12SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE2_ET_23SDC_M.Value;GAR_SE_DNP_1.EAM.SE2_ET_23SDC_M;Write;GAR_SE_DNP_1.EAM.SE2_ET_23SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE2_ET_31SDC_M.Value;GAR_SE_DNP_1.EAM.SE2_ET_31SDC_M;Write;GAR_SE_DNP_1.EAM.SE2_ET_31SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE2_ET_10SDC_M.Value;GAR_SE_DNP_1.EAM.SE2_ET_10SDC_M;Write;GAR_SE_DNP_1.EAM.SE2_ET_10SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE2_ET_20SDC_M.Value;GAR_SE_DNP_1.EAM.SE2_ET_20SDC_M;Write;GAR_SE_DNP_1.EAM.SE2_ET_20SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE2_ET_30SDC_M.Value;GAR_SE_DNP_1.EAM.SE2_ET_30SDC_M;Write;GAR_SE_DNP_1.EAM.SE2_ET_30SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_IT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_IT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_IT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_IT_02SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_IT_02SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_IT_02SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_IT_03SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_IT_03SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_IT_03SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_WHT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_WHT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_WHT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_VARHT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_VARHT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_VARHT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_FP_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_FP_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_FP_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_FT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_FT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_FT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_PT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_PT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_PT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_QT_01SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_QT_01SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_QT_01SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_ET_12SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_ET_12SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_ET_12SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_ET_23SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_ET_23SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_ET_23SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_ET_31SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_ET_31SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_ET_31SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_ET_10SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_ET_10SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_ET_10SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_ET_20SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_ET_20SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_ET_20SDC_M.Value;Float;1;0
GAR_SE_DNP_1.EAM.SE3_ET_30SDC_M.Value;GAR_SE_DNP_1.EAM.SE3_ET_30SDC_M;Write;GAR_SE_DNP_1.EAM.SE3_ET_30SDC_M.Value;Float;1;0
GAR_TA_DNP_1.EAF.EA1.Value;GAR_TA_DNP_1.EAF.EA1;Write;GAR_TA_DNP_1.EAF.EA1.Value;Float;1;0
GAR_TA_DNP_1.EAF.EA2.Value;GAR_TA_DNP_1.EAF.EA2;Write;GAR_TA_DNP_1.EAF.EA2.Value;Float;1;0
GAR_TA_DNP_1.EAF.EA3.Value;GAR_TA_DNP_1.EAF.EA3;Write;GAR_TA_DNP_1.EAF.EA3.Value;Float;1;0
GAR_TA_DNP_1.EAF.EA4.Value;GAR_TA_DNP_1.EAF.EA4;Write;GAR_TA_DNP_1.EAF.EA4.Value;Float;1;0
GAR_TA_DNP_1.EAF.EA5.Value;GAR_TA_DNP_1.EAF.EA5;Write;GAR_TA_DNP_1.EAF.EA5.Value;Float;1;0
GAR_TA_DNP_1.EAF.EA6.Value;GAR_TA_DNP_1.EAF.EA6;Write;GAR_TA_DNP_1.EAF.EA6.Value;Float;1;0
GAR_TA_DNP_1.EAF.EA7.Value;GAR_TA_DNP_1.EAF.EA7;Write;GAR_TA_DNP_1.EAF.EA7.Value;Float;1;0
GAR_TA_DNP_1.EAF.EA8.Value;GAR_TA_DNP_1.EAF.EA8;Write;GAR_TA_DNP_1.EAF.EA8.Value;Float;1;0
GAR_TA_DNP_1.EAF.EA9.Value;GAR_TA_DNP_1.EAF.EA9;Write;GAR_TA_DNP_1.EAF.EA9.Value;Float;1;0
GAR_TA_DNP_1.EAF.EA10.Value;GAR_TA_DNP_1.EAF.EA10;Write;GAR_TA_DNP_1.EAF.EA10.Value;Float;1;0
GAR_TA_DNP_1.EAF.EA11.Value;GAR_TA_DNP_1.EAF.EA11;Write;GAR_TA_DNP_1.EAF.EA11.Value;Float;1;0
GAR_TA_DNP_1.EAF.EA12.Value;GAR_TA_DNP_1.EAF.EA12;Write;GAR_TA_DNP_1.EAF.EA12.Value;Float;1;0
GAR_TA_DNP_1.EAF.EA13.Value;GAR_TA_DNP_1.EAF.EA13;Write;GAR_TA_DNP_1.EAF.EA13.Value;Float;1;0
GAR_TA_DNP_1.EAF.EA14.Value;GAR_TA_DNP_1.EAF.EA14;Write;GAR_TA_DNP_1.EAF.EA14.Value;Float;1;0
GAR_TA_DNP_1.EAF.EA15.Value;GAR_TA_DNP_1.EAF.EA15;Write;GAR_TA_DNP_1.EAF.EA15.Value;Float;1;0
GAR_TA_DNP_1.EAF.EA16.Value;GAR_TA_DNP_1.EAF.EA16;Write;GAR_TA_DNP_1.EAF.EA16.Value;Float;1;0
GAR_TA_DNP_1.EAM.MQW1.Value;GAR_TA_DNP_1.EAM.MQW1;Write;GAR_TA_DNP_1.EAM.MQW1.Value;Float;1;0
GAR_TA_DNP_1.EAM.MQW2.Value;GAR_TA_DNP_1.EAM.MQW2;Write;GAR_TA_DNP_1.EAM.MQW2.Value;Float;1;0
GAR_TA_DNP_1.EAM.MQW3.Value;GAR_TA_DNP_1.EAM.MQW3;Write;GAR_TA_DNP_1.EAM.MQW3.Value;Float;1;0
GAR_TA_DNP_1.EAM.MQW4.Value;GAR_TA_DNP_1.EAM.MQW4;Write;GAR_TA_DNP_1.EAM.MQW4.Value;Float;1;0
GAR_TA_DNP_1.EAM.MQW5.Value;GAR_TA_DNP_1.EAM.MQW5;Write;GAR_TA_DNP_1.EAM.MQW5.Value;Float;1;0
GAR_TA_DNP_1.EAM.MQW6.Value;GAR_TA_DNP_1.EAM.MQW6;Write;GAR_TA_DNP_1.EAM.MQW6.Value;Float;1;0
GAR_TA_DNP_1.EAM.MQW7.Value;GAR_TA_DNP_1.EAM.MQW7;Write;GAR_TA_DNP_1.EAM.MQW7.Value;Float;1;0
GAR_TA_DNP_1.EAM.TA1_63C1_01SDC_M.Value;GAR_TA_DNP_1.EAM.TA1_63C1_01SDC_M;Write;GAR_TA_DNP_1.EAM.TA1_63C1_01SDC_M.Value;Float;1;0
GAR_TA_DNP_1.EAM.TA2_63C2_01SDC_M.Value;GAR_TA_DNP_1.EAM.TA2_63C2_01SDC_M;Write;GAR_TA_DNP_1.EAM.TA2_63C2_01SDC_M.Value;Float;1;0
